Column1;Season;Episode;Sentence;Name;N_serie;N_Season;Emision Date
21731;Season 7;eastwatch;Anything you bring back will be useless unless Cersei grants us an audience and is somehow convinced not to murder us the moment we set foot in the capital;varys;65;5;13/08/2017
21732;Season 7;eastwatch;The only person she listens to is Jaime He may listen to me;tyrion;65;5;13/08/2017
21733;Season 7;eastwatch;And how would you get into Kings Landing Everyone in the room stops and looks a;daenerys;65;5;13/08/2017
21734;Season 7;eastwatch;I can smuggle you in, but if the Goldcloaks were to recognize you, Im warning you, Im not a fighter TYRION nods his head;davos;65;5;13/08/2017
21735;Season 7;eastwatch;Well, it will all be for nothing if we dont have one of these dead men;daenerys;65;5;13/08/2017
21736;Season 7;eastwatch;Fair point How do you propose to find one? JON pauses and stares at the ground breaks the silence;varys;65;5;13/08/2017
21737;Season 7;eastwatch;With the queens permission Ill go north and take one DAENERYS turns to look a;jorah;65;5;13/08/2017
21738;Season 7;eastwatch;You asked me to find a cure so I could serve you Allow me to serve you;jorah;65;5;13/08/2017
21739;Season 7;eastwatch;The free folk will help us They know the real north better than anyone;jon;65;5;13/08/2017
21740;Season 7;eastwatch;They wont follow Ser Jorah;davos;65;5;13/08/2017
21741;Season 7;eastwatch;They wont have to;jon;65;5;13/08/2017
21742;Season 7;eastwatch;You cant lead a raid beyond the wall Youre not in the Nights Watch anymore Youre King in the North;davos;65;5;13/08/2017
21743;Season 7;eastwatch;Im the only one here whose fought them Im the only one here who knows them;jon;65;5;13/08/2017
21744;Season 7;eastwatch;I havent given you permission to leave;daenerys;65;5;13/08/2017
21745;Season 7;eastwatch;With respect, Your Grace, I dont need your permission I am a king And I came here knowing that you could have your men behead me or your dragons burn me alive I put my trust in you, a stranger, because I knew it was the best chance for my people, for all our people Now Im asking you to trust in a stranger because its our best chance DAENERYS pauses for a moment then nods her head in agreement THE GREAT HALL Northen lords includin GLOVER, YOHN ROYCE and are congregated in the Great Hall ARYA walks into the room and hears a loud discussion The lords are adressing SANSA who is seated at the head table;jon;65;5;13/08/2017
21746;Season 7;eastwatch;ing in the North should stay in the north We did not choose you to rule us, My Lady, but perhaps we should have The men agree in unison ROYCE stands up and walks in front of SANSA;robett;65;5;13/08/2017
21747;Season 7;eastwatch;nights of the Vale came here for you, Lady Stark;yohn;65;5;13/08/2017
21748;Season 7;eastwatch;Youre very kind, my lords, but Jon is our king He is doing what he thinks is best The men sit down and everyone in the hall begins talking to one another HALL and ARYA are walking through the hall t s quarters having a discussion;sansa;65;5;13/08/2017
21749;Season 7;eastwatch;I warned Jon this would happen He cant leave the north and expect it to just sit and wait for him like Ghost;sansa;65;5;13/08/2017
21750;Season 7;eastwatch;He didnt He trusted you to hold it for him;arya;65;5;13/08/2017
21751;Season 7;eastwatch;Well, hes not making it easy The northern lords are proud The girls arrive at SANSAs quarters is glancing around the room;sansa;65;5;13/08/2017
21752;Season 7;eastwatch;These are mother and fathers chambers;arya;65;5;13/08/2017
21753;Season 7;eastwatch;And?;sansa;65;5;13/08/2017
21754;Season 7;eastwatch;Nothing;arya;65;5;13/08/2017
21755;Season 7;eastwatch;Dont do that SANSA turns around to fac;sansa;65;5;13/08/2017
21756;Season 7;eastwatch;What?;arya;65;5;13/08/2017
21757;Season 7;eastwatch;Say what you mean;sansa;65;5;13/08/2017
21758;Season 7;eastwatch;You always liked nice things It made you feel better than everyone drops the papers in her hand on a table and looks at ARYA;arya;65;5;13/08/2017
21759;Season 7;eastwatch;Are you angry with me?;sansa;65;5;13/08/2017
21760;Season 7;eastwatch;They were insulting Jon and you sat there and listened;arya;65;5;13/08/2017
21761;Season 7;eastwatch;I listened to their complaints, which is my responsibility as Lady of Winterfell;sansa;65;5;13/08/2017
21762;Season 7;eastwatch;Their opinions are important to you?;arya;65;5;13/08/2017
21763;Season 7;eastwatch;Glover has 500 men Royce has 2,000 Offend them and Jon loses his army;sansa;65;5;13/08/2017
21764;Season 7;eastwatch;Not if they lose their heads first;arya;65;5;13/08/2017
21765;Season 7;eastwatch;Winterfell didnt just fall into our hands We took it back, and the Mormonts and the Hornwoods and the Wildlings and the Vale, all of us working together Now, Im sure cutting off heads is very satisfying, but thats not the way you get people to work together;sansa;65;5;13/08/2017
21766;Season 7;eastwatch;And if Jon doesnt come back, youll need their support, so you can work together to give you what you really want;arya;65;5;13/08/2017
21767;Season 7;eastwatch;How can you even think such a horrible thing?;sansa;65;5;13/08/2017
21768;Season 7;eastwatch;Youre thinking it right now You dont want to be, but the thought just wont go away and ARYA stare at each in silence for a moment;arya;65;5;13/08/2017
21769;Season 7;eastwatch;I have work to do SANSA turns and walks away fro;sansa;65;5;13/08/2017
21770;Season 7;eastwatch;My lady ARYA exits the room BEACH DAVOS an are standing on the beach of Kings Landing DAVOS is securing a small row boat is looking up towards the city walls;arya;65;5;13/08/2017
21771;Season 7;eastwatch;Last time I was here I killed my father with a crossbow;tyrion;65;5;13/08/2017
21772;Season 7;eastwatch;Last time I was here you killed my son with wildfire TYRION turns to look a walks next to TYRION and stakes the boat anchor into the sand;davos;65;5;13/08/2017
21773;Season 7;eastwatch;Theres a path to the left that hugs the cliff The guards hardly ever patrol it Too many steps begins walking towards the path DAVOS follows him and quickly takes the lead stops and looks back towards the unattended boat;davos;65;5;13/08/2017
21774;Season 7;eastwatch;Youre not staying here?;tyrion;65;5;13/08/2017
21775;Season 7;eastwatch;Ive got my own business in Flea Bottom;davos;65;5;13/08/2017
21776;Season 7;eastwatch;What if someone takes the boat?;tyrion;65;5;13/08/2017
21777;Season 7;eastwatch;Then were fucked Best hurry;davos;65;5;13/08/2017
21778;Season 7;eastwatch;REDKEEP DUNGEONS BRONN an are walking by the dragon skulls Both men have sparring swords in their hand;cut to;65;5;13/08/2017
21779;Season 7;eastwatch;We dont have time for this We should be preparing the city for a siege The Dothraki are coming;jaime;65;5;13/08/2017
21780;Season 7;eastwatch;All the more reason for you to train Unless you plan on fighting Dothraki 12 year olds;bronn;65;5;13/08/2017
21781;Season 7;eastwatch;I seem to recall them giving you a bit of trouble as well;jaime;65;5;13/08/2017
21782;Season 7;eastwatch;And here I am ready to train;bronn;65;5;13/08/2017
21783;Season 7;eastwatch;Why down here?;jaime;65;5;13/08/2017
21784;Season 7;eastwatch;I dont think you want people to see how you look swinging that thing yet;bronn;65;5;13/08/2017
21785;Season 7;eastwatch;Today might be the day I kill you by accident;jaime;65;5;13/08/2017
21786;Season 7;eastwatch;Oh, you wont be swinging it at me stops walking and holds his torch out TYRION steps from around a pillar and looks at JAIME JAIME looks angrily a;bronn;65;5;13/08/2017
21787;Season 7;eastwatch;Ill leave you to it BRONN turns and walks away leaving JAIME an alone;bronn;65;5;13/08/2017
21788;Season 7;eastwatch;I needed to see you and I knew youd never agree to meet JAIME remains silent and stares a;tyrion;65;5;13/08/2017
21789;Season 7;eastwatch;You made me look like a complete fool I thought Id surprise you by hitting Casterly Rock, but you were three steps ahead of me You abandoned the family home Completely unsentimental Father would have been proud;tyrion;65;5;13/08/2017
21790;Season 7;eastwatch;Dont talk about our father;jaime;65;5;13/08/2017
21791;Season 7;eastwatch;Listen to me -;tyrion;65;5;13/08/2017
21792;Season 7;eastwatch;I once told Bronn that if I ever saw you again Id cut you in half glances down at the sword in JAIMEs hand;jaime;65;5;13/08/2017
21793;Season 7;eastwatch;It would take you awhile with a sparring sword JAIME shakes his head and says nothing;tyrion;65;5;13/08/2017
21794;Season 7;eastwatch;He was going to execute me He knew I was innocent He didnt hate me because of anything I did, he hated me because of what I am The little monster sent to punish him Do you think I wanted to be born this way? Did he think I chose -;tyrion;65;5;13/08/2017
21795;Season 7;eastwatch;What do you want?;jaime;65;5;13/08/2017
21796;Season 7;eastwatch;Daenerys will win this war Youre a military man You must know there is no way around it Daenerys is not her father Shes even willing to suspend hostilities if Cersei agrees to certain terms;tyrion;65;5;13/08/2017
21797;Season 7;eastwatch;You want Cersei to bend the knee you can ask her yourself;jaime;65;5;13/08/2017
21798;Season 7;eastwatch;I I dont Daenerys doesnt Not right now anyway She has a more important request FLEA BOTTOM Men are in the market selling their wares A blacksmith sharpens a sword on a grinding wheel is walking through the market glancing around A man in a blacksmith shop pulls a sword from the fire and begins to hammer it on his anvil walks into the shop;tyrion;65;5;13/08/2017
21799;Season 7;eastwatch;I wasnt sure Id find you The blacksmith puts the sword down and turns around, revealing GENDRY, the bastard son of Robert Baratheon;davos;65;5;13/08/2017
21800;Season 7;eastwatch;I thought you might still be rowing GENDRY chuckles an smiles;davos;65;5;13/08/2017
21801;Season 7;eastwatch;I looked in shops, taverns, brothels I should have known to come straight to the Street of Steel;davos;65;5;13/08/2017
21802;Season 7;eastwatch;Werent you worried about the Goldcloaks?;gendry;65;5;13/08/2017
21803;Season 7;eastwatch;I havent been here in years Why should they recognize me? Sometimes I hardly do Nothing fucks you harder than time walks to the side of the shop and inspects a rack of swords He pulls one, nods in approval and puts it back in its place He turns back to GENDRY;davos;65;5;13/08/2017
21804;Season 7;eastwatch;Anybody give you any trouble?;davos;65;5;13/08/2017
21805;Season 7;eastwatch;Here I am arming Lannisters I never get a second look You were right Safest place for me was right under the queens nose;gendry;65;5;13/08/2017
21806;Season 7;eastwatch;Dont be so sure Safety is never a permanent state of affairs Bad things are coming nods;davos;65;5;13/08/2017
21807;Season 7;eastwatch;You came to get me You want me to come with you;gendry;65;5;13/08/2017
21808;Season 7;eastwatch;I think you need to understand -;davos;65;5;13/08/2017
21809;Season 7;eastwatch;Im ready Lets go;gendry;65;5;13/08/2017
21810;Season 7;eastwatch;You should know what youre heading into;davos;65;5;13/08/2017
21811;Season 7;eastwatch;Dont you think Ive been thinking about it every swing of the hammer how happy I am making weapons for the family that killed my father? They tried to kill me is tossing his tools and apron to the side He picks up a satchel and swings it over his head;gendry;65;5;13/08/2017
21812;Season 7;eastwatch;Ive been getting ready I never knew what for, but Ive always known Id know it when it comes;gendry;65;5;13/08/2017
21813;Season 7;eastwatch;You might want to bring one of those swords smiles at DAVOS and begins walking towards the weapons;davos;65;5;13/08/2017
